"Year","LEA","LEA Name","PublicSeniorInstitutions","PrivateSeniorInstitutions","CommunityTechnicalCollege","PrivateJuniorInstitutions","TradeBusinessNursing","Other","Total"
"2022","900","Union County Public Schools","     1,142","       281","     1,174","        10","       104","       546","     3,257"
"2022","90A","Union Academy Charter School","        50","        15","        40","-","*","*","       111"
"2022","90F","Apprentice Academy HS of NC","         8","-","        23","-","*","         5","        39"
"2022","910","Vance County Schools","        62","*","        91","*","-","        98","       254"
"2022","91A","Vance Charter School","        23","         8","        31","-","-","        17","        79"
"2022","91B","Henderson Collegiate","        48","        13","        18","-","-","*","        80"
"2022","920","Wake County Schools","     6,584","       726","     2,947","        22","        97","     1,216","    11,592"
"2022","92F","Franklin Academy","        81","         7","        20","-","-","         9","       117"
"2022","92G","East Wake Academy","        25","        16","        36","-","-","        10","        87"
"2022","92K","Raleigh Charter High School","       109","        14","         5","-","-","*","       130"
"2022","92P","Southern Wake Academy","         9","         8","        23","-","-","        23","        63"
"2022","92T","Triangle Math and Science Academy","        35","         9","        21","-","-","*","        67"
"2022","92U","Longleaf School of the Arts","        20","         6","        27","-","*","        11","        65"
"2022","930","Warren County Schools","        32","         7","        28","*","-","        37","       105"
"2022","93A","Haliwa-Saponi Tribal School","*","-","         8","-","-","*","        13"
"2022","93L","Central Wake Charter High School","-","-","        12","-","-","        21","        33"
"2022","940","Washington County Schools","        24","*","        16","-","-","        33","        75"
"2022","94Z","Northeast Regional School - Biotech/Agri","        41","-","*","-","-","-","        42"
"2022","950","Watauga County Schools","       148","        28","        91","-","         7","        60","       334"
"2022","960","Wayne County Public Schools","       200","        60","       435","*","        15","       405","     1,117"
"2022","970","Wilkes County Schools","        84","        26","       286","-","        13","       136","       545"
"2022","980","Wilson County Schools","       202","        48","       230","*","*","       215","       698"
"2022","98B","Wilson Preparatory Academy","        24","*","        11","-","-","         5","        43"
"2022","990","Yadkin County Schools","        36","        26","       170","*","-","       110","       343"
"2022","995","Yancey County Schools","        33","*","        38","-","-","        79","       154"
"2022","-","State Total","    34,609","     7,418","    32,267","       232","     1,268","    24,534","   100,328"
"2021","00A","North Carolina Cyber Academy","        63","         9","       104","-","        29","        51","       256"
"2021","00B","NC Virtual Academy","        31","*","        70","-","*","        60","       165"
"2021","010","Alamance-Burlington Schools","       413","       117","       479","*","        10","       594","     1,616"
"2021","01B","River Mill Academy","        20","        10","        20","-","*","         5","        56"
"2021","01C","Clover Garden","        13","*","        16","-","-","         6","        38"
"2021","020","Alexander County Schools","        67","        29","       113","-","*","       112","       322"
"2021","030","Alleghany County Schools","        20","*","        39","-","*","        29","        93"
"2021","040","Anson County Schools","        42","        27","        59","-","*","       112","       243"
"2021","050","Ashe County Schools","        72","        11","        71","-","*","        46","       204"
"2021","060","Avery County Schools","        50","        16","        45","-","-","        32","       143"
"2021","06B","Williams Academy","-","-","*","-","-","-","*"
"2021","070","Beaufort County Schools","        93","        14","       230","        10","-","        88","       435"
"2021","07A","Washington Montessori","*","*","         6","-","-","*","        12"
"2021","080","Bertie County Schools","        30","         5","        25","-","*","        83","       144"
"2021","090","Bladen County Schools","        85","        10","       101","*","-","       119","       316"
"2021","09A","Paul R Brown Leadership Academy","*","-","         7","-","*","        13","        23"
